Symbol,company_url,Name,Link,Price_intraday,Change,Change_pct,Volume,Avg_Vol(3M),Market_Cap,P/E_Ratio(TTM)
PDD,https://finance.yahoo.com/quote/PDD/,PDD Holdings Inc.,https://finance.yahoo.com/chart/PDD,100.26,-0.44,-0.44%,5.107M,9.493M,139.238B,--
CMCSA,https://finance.yahoo.com/quote/CMCSA/,Comcast Corporation,https://finance.yahoo.com/chart/CMCSA,36.31,-0.19,-0.52%,21.066M,20.705M,138.942B,+11.86
UNLYF,https://finance.yahoo.com/quote/UNLYF/,Unilever PLC,https://finance.yahoo.com/chart/UNLYF,55.20,-0.80,-1.43%,"2,400","4,627",138.592B,+20.66
SCHW,https://finance.yahoo.com/quote/SCHW/,The Charles Schwab Corporation,https://finance.yahoo.com/chart/SCHW,75.51,+1.85,+2.51%,7.958M,7.614M,138.226B,+30.57
UL,https://finance.yahoo.com/quote/UL/,Unilever PLC,https://finance.yahoo.com/chart/UL,55.44,+0.72,+1.32%,1.801M,2.252M,137.113B,+20.66
COP,https://finance.yahoo.com/quote/COP/,ConocoPhillips,https://finance.yahoo.com/chart/COP,105.61,+0.13,+0.12%,5.241M,6.711M,136.613B,+13.25
TJX,https://finance.yahoo.com/quote/TJX/,"The TJX Companies, Inc.",https://finance.yahoo.com/chart/TJX,121.38,+2.27,+1.91%,3.027M,4.958M,136.451B,--
ETN,https://finance.yahoo.com/quote/ETN/,Eaton Corporation plc,https://finance.yahoo.com/chart/ETN,345.19,+2.61,+0.76%,1.99M,2.006M,136.419B,+39.33
SHOP,https://finance.yahoo.com/quote/SHOP/,Shopify Inc.,https://finance.yahoo.com/chart/SHOP,103.50,-0.74,-0.71%,3.635M,7.65M,133.324B,+108.82
TTE,https://finance.yahoo.com/quote/TTE/,TotalEnergies SE,https://finance.yahoo.com/chart/TTE,59.01,+1.33,+2.31%,6.021M,2.03M,133.153B,+8.33
TTFNF,https://finance.yahoo.com/quote/TTFNF/,TotalEnergies SE,https://finance.yahoo.com/chart/TTFNF,59.00,0.00,0.00%,100,"47,060",133.131B,+8.33
SNEJF,https://finance.yahoo.com/quote/SNEJF/,Sony Group Corporation,https://finance.yahoo.com/chart/SNEJF,20.86,0.00,0.00%,300,"48,483",128.713B,+15.78
BHPLF,https://finance.yahoo.com/quote/BHPLF/,BHP Group Limited,https://finance.yahoo.com/chart/BHPLF,24.56,0.00,0.00%,"2,443","178,067",128.546B,+16.93
EADSY,https://finance.yahoo.com/quote/EADSY/,Airbus SE,https://finance.yahoo.com/chart/EADSY,40.36,+0.03,+0.07%,"46,173","377,839",127.673B,+33.50
SNY,https://finance.yahoo.com/quote/SNY/,Sanofi,https://finance.yahoo.com/chart/SNY,50.74,+1.37,+2.77%,5.171M,2.381M,127.214B,+26.20
EADSF,https://finance.yahoo.com/quote/EADSF/,Airbus SE,https://finance.yahoo.com/chart/EADSF,161.09,0.00,0.00%,100,"2,113",127.144B,+33.50
BA,https://finance.yahoo.com/quote/BA/,The Boeing Company,https://finance.yahoo.com/chart/BA,168.93,+2.73,+1.64%,5.105M,13.379M,126.389B,-10.78
BHP,https://finance.yahoo.com/quote/BHP/,BHP Group Limited,https://finance.yahoo.com/chart/BHP,49.56,-0.25,-0.50%,4.145M,2.147M,125.676B,+16.93
WFC-PC,https://finance.yahoo.com/quote/WFC-PC/,Wells Fargo & Company,https://finance.yahoo.com/chart/WFC-PC,18.98,+0.19,+1.01%,"79,866","96,256",123.212B,+15.20
SONY,https://finance.yahoo.com/quote/SONY/,Sony Group Corporation,https://finance.yahoo.com/chart/SONY,20.33,-0.17,-0.83%,4.182M,3.178M,123.042B,+15.78
SNYNF,https://finance.yahoo.com/quote/SNYNF/,Sanofi,https://finance.yahoo.com/chart/SNYNF,97.85,0.00,0.00%,100,857,122.963B,+26.20
RTNTF,https://finance.yahoo.com/quote/RTNTF/,Rio Tinto Group,https://finance.yahoo.com/chart/RTNTF,74.95,0.00,0.00%,100,531,121.864B,+9.17
ADP,https://finance.yahoo.com/quote/ADP/,"Automatic Data Processing, Inc.",https://finance.yahoo.com/chart/ADP,296.23,+2.86,+0.97%,1.668M,1.735M,120.701B,+32.85
ALIZY,https://finance.yahoo.com/quote/ALIZY/,Allianz SE,https://finance.yahoo.com/chart/ALIZY,31.23,+0.03,+0.10%,"9,954","124,783",120.614B,+11.79
DE,https://finance.yahoo.com/quote/DE/,Deere & Company,https://finance.yahoo.com/chart/DE,439.11,+10.23,+2.39%,1.179M,1.235M,120.14B,+13.28
CHDRF,https://finance.yahoo.com/quote/CHDRF/,Christian Dior SE,https://finance.yahoo.com/chart/CHDRF,664.88,+14.89,+2.29%,1,17,119.952B,+16.63
CIHHF,https://finance.yahoo.com/quote/CIHHF/,"China Merchants Bank Co., Ltd.",https://finance.yahoo.com/chart/CIHHF,4.46,0.00,0.00%,"139,243","2,611",119.825B,+6.75
CILJF,https://finance.yahoo.com/quote/CILJF/,China Life Insurance Company Limited,https://finance.yahoo.com/chart/CILJF,1.72,0.00,0.00%,100,"9,247",119.169B,+4.76
ALIZF,https://finance.yahoo.com/quote/ALIZF/,Allianz SE,https://finance.yahoo.com/chart/ALIZF,306.15,0.00,0.00%,10,332,118.238B,+11.79
FI,https://finance.yahoo.com/quote/FI/,"Fiserv, Inc.",https://finance.yahoo.com/chart/FI,206.26,+2.01,+0.98%,1.976M,2.748M,117.345B,+41.08
CHDRY,https://finance.yahoo.com/quote/CHDRY/,Christian Dior SE,https://finance.yahoo.com/chart/CHDRY,162.01,+2.11,+1.32%,10,645,116.913B,+16.63
CIIHF,https://finance.yahoo.com/quote/CIIHF/,CITIC Securities Company Limited,https://finance.yahoo.com/chart/CIIHF,2.67,0.00,0.00%,150,608,116.811B,+25.05
LMT,https://finance.yahoo.com/quote/LMT/,Lockheed Martin Corporation,https://finance.yahoo.com/chart/LMT,486.86,+2.89,+0.60%,"954,014",1.244M,115.403B,+20.16
BMY,https://finance.yahoo.com/quote/BMY/,Bristol-Myers Squibb Company,https://finance.yahoo.com/chart/BMY,56.38,+0.47,+0.84%,7.197M,10.619M,114.349B,-16.31
MU,https://finance.yahoo.com/quote/MU/,"Micron Technology, Inc.",https://finance.yahoo.com/chart/MU,102.60,-0.59,-0.57%,16.217M,21.591M,114.301B,+142.74
GILD,https://finance.yahoo.com/quote/GILD/,"Gilead Sciences, Inc.",https://finance.yahoo.com/chart/GILD,91.65,-0.73,-0.79%,8.948M,6.826M,114.221B,+953.88
MPNGY,https://finance.yahoo.com/quote/MPNGY/,Meituan,https://finance.yahoo.com/chart/MPNGY,37.72,+0.44,+1.18%,"94,285","544,588",113.966B,--
PIAIF,https://finance.yahoo.com/quote/PIAIF/,"Ping An Insurance (Group) Company of China, Ltd.",https://finance.yahoo.com/chart/PIAIF,5.29,0.00,0.00%,800,"8,149",113.386B,+8.83
ESLOY,https://finance.yahoo.com/quote/ESLOY/,EssilorLuxottica Société anonyme,https://finance.yahoo.com/chart/ESLOY,123.37,-0.40,-0.32%,"1,208","38,375",112.702B,+44.80
PNGAY,https://finance.yahoo.com/quote/PNGAY/,"Ping An Insurance (Group) Company of China, Ltd.",https://finance.yahoo.com/chart/PNGAY,10.65,+0.03,+0.28%,"34,400","211,355",112.281B,+8.83
ESLOF,https://finance.yahoo.com/quote/ESLOF/,EssilorLuxottica Société anonyme,https://finance.yahoo.com/chart/ESLOF,243.96,-1.84,-0.75%,1,"1,190",111.791B,+44.80
MDT,https://finance.yahoo.com/quote/MDT/,Medtronic plc,https://finance.yahoo.com/chart/MDT,87.16,+1.76,+2.06%,7.262M,6.517M,111.764B,--
APP,https://finance.yahoo.com/quote/APP/,AppLovin Corporation,https://finance.yahoo.com/chart/APP,332.01,-3.02,-0.90%,2.495M,5.871M,111.42B,+85.84
HTHIF,https://finance.yahoo.com/quote/HTHIF/,"Hitachi, Ltd.",https://finance.yahoo.com/chart/HTHIF,23.40,0.00,0.00%,600,"8,308",111.051B,--
UPS,https://finance.yahoo.com/quote/UPS/,"United Parcel Service, Inc.",https://finance.yahoo.com/chart/UPS,129.94,+2.47,+1.94%,4.341M,4.301M,110.887B,+20.20
MPNGF,https://finance.yahoo.com/quote/MPNGF/,Meituan,https://finance.yahoo.com/chart/MPNGF,17.90,+0.40,+2.29%,"2,398","13,095",110.653B,--
CB,https://finance.yahoo.com/quote/CB/,Chubb Limited,https://finance.yahoo.com/chart/CB,273.53,+5.12,+1.91%,1.27M,1.62M,110.259B,+11.60
CUAEF,https://finance.yahoo.com/quote/CUAEF/,China Shenhua Energy Company Limited,https://finance.yahoo.com/chart/CUAEF,4.55,0.00,0.00%,840,13,109.777B,+10.24
XIACY,https://finance.yahoo.com/quote/XIACY/,Xiaomi Corporation,https://finance.yahoo.com/chart/XIACY,21.91,+0.06,+0.27%,"44,429","201,540",109.421B,--
HTHIY,https://finance.yahoo.com/quote/HTHIY/,"Hitachi, Ltd.",https://finance.yahoo.com/chart/HTHIY,47.38,+0.21,+0.45%,"10,553","148,993",109.161B,--
XIACF,https://finance.yahoo.com/quote/XIACF/,Xiaomi Corporation,https://finance.yahoo.com/chart/XIACF,4.37,+0.01,+0.23%,34,"75,603",109.105B,--
SNPMF,https://finance.yahoo.com/quote/SNPMF/,China Petroleum & Chemical Corporation,https://finance.yahoo.com/chart/SNPMF,0.59,0.00,0.00%,"40,000","39,196",108.819B,+9.57
GEV,https://finance.yahoo.com/quote/GEV/,GE Vernova Inc.,https://finance.yahoo.com/chart/GEV,391.00,+3.97,+1.03%,2.11M,2.844M,107.78B,+72.61
VRTX,https://finance.yahoo.com/quote/VRTX/,Vertex Pharmaceuticals Incorporated,https://finance.yahoo.com/chart/VRTX,416.96,-7.30,-1.72%,1.226M,1.526M,107.379B,-265.59
SBUX,https://finance.yahoo.com/quote/SBUX/,Starbucks Corporation,https://finance.yahoo.com/chart/SBUX,94.43,+1.35,+1.45%,6.534M,8.045M,107.065B,+30.18
ADI,https://finance.yahoo.com/quote/ADI/,"Analog Devices, Inc.",https://finance.yahoo.com/chart/ADI,215.02,-3.20,-1.47%,3.116M,3.028M,106.714B,+64.28
UBS,https://finance.yahoo.com/quote/UBS/,UBS Group AG,https://finance.yahoo.com/chart/UBS,33.15,+0.22,+0.67%,2.163M,1.417M,106.454B,+23.61
MMC,https://finance.yahoo.com/quote/MMC/,"Marsh & McLennan Companies, Inc.",https://finance.yahoo.com/chart/MMC,216.29,+3.70,+1.74%,1.871M,1.902M,106.225B,+27.84
BYDDY,https://finance.yahoo.com/quote/BYDDY/,BYD Company Limited,https://finance.yahoo.com/chart/BYDDY,66.75,+0.12,+0.18%,"26,837","266,560",106.17B,+21.90
BYDDF,https://finance.yahoo.com/quote/BYDDF/,BYD Company Limited,https://finance.yahoo.com/chart/BYDDF,33.35,+0.05,+0.15%,"3,277","58,829",106.142B,+21.90
NKE,https://finance.yahoo.com/quote/NKE/,"NIKE, Inc.",https://finance.yahoo.com/chart/NKE,71.11,+0.04,+0.06%,9.272M,11.612M,105.847B,+21.91
CFRUY,https://finance.yahoo.com/quote/CFRUY/,Compagnie Financière Richemont SA,https://finance.yahoo.com/chart/CFRUY,17.76,+0.03,+0.17%,"81,881","731,052",103.923B,+21.73
SAFRY,https://finance.yahoo.com/quote/SAFRY/,Safran SA,https://finance.yahoo.com/chart/SAFRY,57.71,+0.56,+0.98%,"7,189","115,029",103.467B,+56.65
SAFRF,https://finance.yahoo.com/quote/SAFRF/,Safran SA,https://finance.yahoo.com/chart/SAFRF,229.30,0.00,0.00%,145,"1,955",103.236B,+56.65
SMFNF,https://finance.yahoo.com/quote/SMFNF/,"Sumitomo Mitsui Financial Group, Inc.",https://finance.yahoo.com/chart/SMFNF,25.15,0.00,0.00%,100,"9,318",103.122B,--
PLD,https://finance.yahoo.com/quote/PLD/,"Prologis, Inc.",https://finance.yahoo.com/chart/PLD,110.93,+3.08,+2.86%,4.311M,4.111M,102.741B,+35.21
TD,https://finance.yahoo.com/quote/TD/,The Toronto-Dominion Bank,https://finance.yahoo.com/chart/TD,55.32,-0.09,-0.16%,1.465M,2.399M,102.292B,+18.13
FRCOF,https://finance.yahoo.com/quote/FRCOF/,"Fast Retailing Co., Ltd.",https://finance.yahoo.com/chart/FRCOF,316.55,0.00,0.00%,1,27,101.945B,+40.39
LRCX,https://finance.yahoo.com/quote/LRCX/,Lam Research Corporation,https://finance.yahoo.com/chart/LRCX,79.22,+3.07,+4.03%,19.151M,11.822M,101.932B,+23.90
CFRHF,https://finance.yahoo.com/quote/CFRHF/,Compagnie Financière Richemont SA,https://finance.yahoo.com/chart/CFRHF,175.75,0.00,0.00%,25,"2,472",101.782B,+21.73
MRVL,https://finance.yahoo.com/quote/MRVL/,"Marvell Technology, Inc.",https://finance.yahoo.com/chart/MRVL,117.58,+1.58,+1.36%,12.169M,12.774M,101.742B,--
RCRUY,https://finance.yahoo.com/quote/RCRUY/,"Recruit Holdings Co., Ltd.",https://finance.yahoo.com/chart/RCRUY,13.66,+0.01,+0.07%,"48,631","314,545",101.711B,+42.86
IBN,https://finance.yahoo.com/quote/IBN/,ICICI Bank Limited,https://finance.yahoo.com/chart/IBN,28.80,+0.12,+0.42%,2.529M,4.307M,101.619B,+18.96
ABLZF,https://finance.yahoo.com/quote/ABLZF/,ABB Ltd,https://finance.yahoo.com/chart/ABLZF,54.53,0.00,0.00%,700,"2,993",101.52B,+26.92
CSUAY,https://finance.yahoo.com/quote/CSUAY/,China Shenhua Energy Company Limited,https://finance.yahoo.com/chart/CSUAY,15.84,0.00,0.00%,628,"21,418",100.745B,+10.24
ABBNY,https://finance.yahoo.com/quote/ABBNY/,ABB Ltd,https://finance.yahoo.com/chart/ABBNY,54.40,-0.02,-0.04%,"7,355","200,785",100.018B,+26.92
RCRRF,https://finance.yahoo.com/quote/RCRRF/,"Recruit Holdings Co., Ltd.",https://finance.yahoo.com/chart/RCRRF,66.21,0.00,0.00%,200,"1,771",99.989B,+42.86
KLAC,https://finance.yahoo.com/quote/KLAC/,KLA Corporation,https://finance.yahoo.com/chart/KLAC,747.26,+31.01,+4.33%,2.019M,1.17M,99.953B,+29.48
UNCFF,https://finance.yahoo.com/quote/UNCFF/,UniCredit S.p.A.,https://finance.yahoo.com/chart/UNCFF,43.41,0.00,0.00%,200,"21,522",99.25B,--
SPOT,https://finance.yahoo.com/quote/SPOT/,Spotify Technology S.A.,https://finance.yahoo.com/chart/SPOT,490.34,-0.35,-0.07%,1.277M,2.568M,99.087B,+128.20
CEG,https://finance.yahoo.com/quote/CEG/,Constellation Energy Corporation,https://finance.yahoo.com/chart/CEG,315.24,+14.47,+4.81%,5.267M,3.295M,98.597B,+25.06
KYCCF,https://finance.yahoo.com/quote/KYCCF/,Keyence Corporation,https://finance.yahoo.com/chart/KYCCF,405.50,-11.50,-2.76%,58,"4,045",98.344B,+41.25
UNCRY,https://finance.yahoo.com/quote/UNCRY/,UniCredit S.p.A.,https://finance.yahoo.com/chart/UNCRY,21.64,-0.04,-0.18%,"30,172","356,528",98.178B,--
RIO,https://finance.yahoo.com/quote/RIO/,Rio Tinto Group,https://finance.yahoo.com/chart/RIO,59.79,-0.67,-1.11%,10.128M,2.815M,97.009B,+9.17
SMFG,https://finance.yahoo.com/quote/SMFG/,"Sumitomo Mitsui Financial Group, Inc.",https://finance.yahoo.com/chart/SMFG,14.73,-0.24,-1.60%,1.045M,1.176M,96.096B,--
ENB,https://finance.yahoo.com/quote/ENB/,Enbridge Inc.,https://finance.yahoo.com/chart/ENB,44.03,-0.30,-0.68%,4.937M,3.9M,95.896B,+20.29
FRCOY,https://finance.yahoo.com/quote/FRCOY/,"Fast Retailing Co., Ltd.",https://finance.yahoo.com/chart/FRCOY,30.95,-0.12,-0.39%,"2,100","48,637",95.116B,+40.39
RTPPF,https://finance.yahoo.com/quote/RTPPF/,Rio Tinto Group,https://finance.yahoo.com/chart/RTPPF,59.99,0.00,0.00%,744,473,94.565B,+9.17
AIQUF,https://finance.yahoo.com/quote/AIQUF/,L'Air Liquide S.A.,https://finance.yahoo.com/chart/AIQUF,163.16,0.00,0.00%,310,"1,498",94.109B,+30.57
APO,https://finance.yahoo.com/quote/APO/,"Apollo Global Management, Inc.",https://finance.yahoo.com/chart/APO,165.92,+1.07,+0.65%,4.209M,5.437M,93.88B,+17.44
DBSDF,https://finance.yahoo.com/quote/DBSDF/,DBS Group Holdings Ltd,https://finance.yahoo.com/chart/DBSDF,32.59,0.00,0.00%,300,"6,801",93.792B,+11.19
AIQUY,https://finance.yahoo.com/quote/AIQUY/,L'Air Liquide S.A.,https://finance.yahoo.com/chart/AIQUY,32.52,-0.04,-0.12%,"20,115","283,583",93.786B,+30.57
MELI,https://finance.yahoo.com/quote/MELI/,"MercadoLibre, Inc.",https://finance.yahoo.com/chart/MELI,"1,837.18",-0.97,-0.05%,"241,935","440,936",93.14B,+68.66
BUD,https://finance.yahoo.com/quote/BUD/,Anheuser-Busch InBev SA/NV,https://finance.yahoo.com/chart/BUD,47.12,+0.66,+1.42%,2.15M,2.289M,92.895B,+17.44
USB-PH,https://finance.yahoo.com/quote/USB-PH/,U.S. Bancorp,https://finance.yahoo.com/chart/USB-PH,22.54,+0.08,+0.36%,"47,746","80,083",92.793B,+15.72
SO,https://finance.yahoo.com/quote/SO/,The Southern Company,https://finance.yahoo.com/chart/SO,83.89,+1.55,+1.88%,4.443M,4.202M,91.917B,+20.40
BUDFF,https://finance.yahoo.com/quote/BUDFF/,Anheuser-Busch InBev SA/NV,https://finance.yahoo.com/chart/BUDFF,46.94,0.00,0.00%,200,"53,030",91.637B,+17.44
DBSDY,https://finance.yahoo.com/quote/DBSDY/,DBS Group Holdings Ltd,https://finance.yahoo.com/chart/DBSDY,128.15,+0.95,+0.75%,"3,423","34,242",91.12B,+11.19
CRWD,https://finance.yahoo.com/quote/CRWD/,"CrowdStrike Holdings, Inc.",https://finance.yahoo.com/chart/CRWD,363.38,+1.36,+0.38%,2.435M,3.423M,89.504B,--
ELV,https://finance.yahoo.com/quote/ELV/,"Elevance Health, Inc.",https://finance.yahoo.com/chart/ELV,385.26,-4.03,-1.04%,2.405M,1.909M,89.351B,+14.99
INFY,https://finance.yahoo.com/quote/INFY/,Infosys Limited,https://finance.yahoo.com/chart/INFY,21.57,-1.32,-5.77%,22.92M,7.446M,89.343B,+28.74
EBBNF,https://finance.yahoo.com/quote/EBBNF/,Enbridge Inc.,https://finance.yahoo.com/chart/EBBNF,22.70,+0.33,+1.48%,185,"5,561",89.214B,+20.29
SHW,https://finance.yahoo.com/quote/SHW/,The Sherwin-Williams Company,https://finance.yahoo.com/chart/SHW,354.17,+7.24,+2.09%,1.452M,1.97M,89.199B,+38.60
PYPL,https://finance.yahoo.com/quote/PYPL/,"PayPal Holdings, Inc.",https://finance.yahoo.com/chart/PYPL,88.92,-0.72,-0.80%,5.806M,9.228M,89.146B,+20.80
RELX,https://finance.yahoo.com/quote/RELX/,RELX PLC,https://finance.yahoo.com/chart/RELX,47.91,+0.85,+1.81%,"528,948","654,993",88.915B,+36.31
AMT,https://finance.yahoo.com/quote/AMT/,American Tower Corporation,https://finance.yahoo.com/chart/AMT,190.07,+9.75,+5.41%,3.545M,2.554M,88.818B,+47.00
NPPXF,https://finance.yahoo.com/quote/NPPXF/,Nippon Telegraph and Telephone Corporation,https://finance.yahoo.com/chart/NPPXF,0.98,0.00,0.00%,"3,534","75,060",88.759B,+10.99
EQIX,https://finance.yahoo.com/quote/EQIX/,"Equinix, Inc.",https://finance.yahoo.com/chart/EQIX,919.89,+19.88,+2.21%,"514,948","516,744",88.759B,+81.23
GS-PA,https://finance.yahoo.com/quote/GS-PA/,"The Goldman Sachs Group, Inc.",https://finance.yahoo.com/chart/GS-PA,23.33,+0.06,+0.26%,"40,455","46,667",88.292B,+17.45
RLXXF,https://finance.yahoo.com/quote/RLXXF/,RELX PLC,https://finance.yahoo.com/chart/RLXXF,46.64,0.00,0.00%,231,"4,270",88.102B,+36.31
IBDSF,https://finance.yahoo.com/quote/IBDSF/,"Iberdrola, S.A.",https://finance.yahoo.com/chart/IBDSF,13.80,+0.13,+0.95%,287,"36,413",87.796B,+13.21
TT,https://finance.yahoo.com/quote/TT/,Trane Technologies plc,https://finance.yahoo.com/chart/TT,388.86,+3.31,+0.86%,1.071M,1.176M,87.503B,+38.05
IBDRY,https://finance.yahoo.com/quote/IBDRY/,"Iberdrola, S.A.",https://finance.yahoo.com/chart/IBDRY,55.01,-0.01,-0.02%,"15,832","100,559",87.495B,+13.21
ZFSVF,https://finance.yahoo.com/quote/ZFSVF/,Zurich Insurance Group AG,https://finance.yahoo.com/chart/ZFSVF,595.00,0.00,0.00%,3,234,86.93B,+17.54
BN,https://finance.yahoo.com/quote/BN/,Brookfield Corporation,https://finance.yahoo.com/chart/BN,57.58,+0.68,+1.20%,1.372M,1.989M,86.853B,--
MCO,https://finance.yahoo.com/quote/MCO/,Moody's Corporation,https://finance.yahoo.com/chart/MCO,479.00,+7.65,+1.62%,"557,090","632,922",86.81B,+43.84
MO,https://finance.yahoo.com/quote/MO/,"Altria Group, Inc.",https://finance.yahoo.com/chart/MO,51.16,+0.12,+0.24%,5.953M,7.694M,86.706B,+9.35
PROSF,https://finance.yahoo.com/quote/PROSF/,Prosus N.V.,https://finance.yahoo.com/chart/PROSF,36.29,0.00,0.00%,642,"23,491",86.655B,--
ICE,https://finance.yahoo.com/quote/ICE/,"Intercontinental Exchange, Inc.",https://finance.yahoo.com/chart/ICE,150.23,+1.99,+1.34%,2.819M,3.15M,86.259B,+36.93
MSTR,https://finance.yahoo.com/quote/MSTR/,MicroStrategy Incorporated,https://finance.yahoo.com/chart/MSTR,367.00,+6.38,+1.77%,14.74M,27.884M,85.961B,-150.37
MS-PA,https://finance.yahoo.com/quote/MS-PA/,Morgan Stanley,https://finance.yahoo.com/chart/MS-PA,23.75,-0.03,-0.13%,"71,079","67,969",85.742B,+20.22
SFTBY,https://finance.yahoo.com/quote/SFTBY/,SoftBank Group Corp.,https://finance.yahoo.com/chart/SFTBY,29.46,-0.02,-0.07%,"57,562","441,542",85.633B,+6.18
IVSXF,https://finance.yahoo.com/quote/IVSXF/,Investor AB (publ),https://finance.yahoo.com/chart/IVSXF,26.85,0.00,0.00%,"2,700",40,85.266B,+4.43
ZURVY,https://finance.yahoo.com/quote/ZURVY/,Zurich Insurance Group AG,https://finance.yahoo.com/chart/ZURVY,29.60,-0.03,-0.10%,"9,031","108,678",85.242B,+17.54
INTC,https://finance.yahoo.com/quote/INTC/,Intel Corporation,https://finance.yahoo.com/chart/INTC,19.67,-0.05,-0.25%,44.667M,69.633M,84.837B,-6.63
PROSY,https://finance.yahoo.com/quote/PROSY/,Prosus N.V.,https://finance.yahoo.com/chart/PROSY,7.11,-0.02,-0.28%,"223,072","875,188",84.785B,--
PH,https://finance.yahoo.com/quote/PH/,Parker-Hannifin Corporation,https://finance.yahoo.com/chart/PH,658.66,+2.34,+0.36%,"433,530","607,101",84.783B,+31.84
WM,https://finance.yahoo.com/quote/WM/,"Waste Management, Inc.",https://finance.yahoo.com/chart/WM,211.01,+3.01,+1.45%,1.243M,1.606M,84.692B,+34.47
PBR,https://finance.yahoo.com/quote/PBR/,Petróleo Brasileiro S.A. - Petrobras,https://finance.yahoo.com/chart/PBR,13.78,-0.02,-0.14%,9.433M,14.621M,84.388B,+5.63
SFTBF,https://finance.yahoo.com/quote/SFTBF/,SoftBank Group Corp.,https://finance.yahoo.com/chart/SFTBF,57.01,0.00,0.00%,100,"1,998",84.317B,+6.18
DUK,https://finance.yahoo.com/quote/DUK/,Duke Energy Corporation,https://finance.yahoo.com/chart/DUK,109.06,+2.61,+2.45%,2.374M,3.166M,84.247B,+19.86
APH,https://finance.yahoo.com/quote/APH/,Amphenol Corporation,https://finance.yahoo.com/chart/APH,69.86,-1.09,-1.54%,6.865M,6.418M,84.224B,+41.44
CME,https://finance.yahoo.com/quote/CME/,CME Group Inc.,https://finance.yahoo.com/chart/CME,232.31,+4.43,+1.94%,1.57M,2.007M,83.716B,+23.99
CSLLY,https://finance.yahoo.com/quote/CSLLY/,CSL Limited,https://finance.yahoo.com/chart/CSLLY,85.83,-0.03,-0.03%,"2,834","74,460",83.219B,+34.01
BPAQF,https://finance.yahoo.com/quote/BPAQF/,BP p.l.c.,https://finance.yahoo.com/chart/BPAQF,5.25,-0.01,-0.19%,"22,100","104,801",83.214B,+29.51
BP,https://finance.yahoo.com/quote/BP/,BP p.l.c.,https://finance.yahoo.com/chart/BP,31.78,+0.48,+1.53%,9.958M,10.009M,83.147B,+29.51
ABNB,https://finance.yahoo.com/quote/ABNB/,"Airbnb, Inc.",https://finance.yahoo.com/chart/ABNB,132.16,-0.36,-0.27%,2.905M,4.563M,82.57B,+46.82
IVSBF,https://finance.yahoo.com/quote/IVSBF/,Investor AB (publ),https://finance.yahoo.com/chart/IVSBF,27.25,0.00,0.00%,199,"2,785",82.351B,+4.43
MS-PI,https://finance.yahoo.com/quote/MS-PI/,Morgan Stanley,https://finance.yahoo.com/chart/MS-PI,25.31,+0.01,+0.04%,"92,119","65,766",82.272B,+20.22
GS-PD,https://finance.yahoo.com/quote/GS-PD/,"The Goldman Sachs Group, Inc.",https://finance.yahoo.com/chart/GS-PD,23.20,+0.02,+0.09%,"64,200","91,013",82.116B,+17.45
MS-PK,https://finance.yahoo.com/quote/MS-PK/,Morgan Stanley,https://finance.yahoo.com/chart/MS-PK,24.33,-0.04,-0.16%,"93,154","86,680",82.016B,+20.22
CDNS,https://finance.yahoo.com/quote/CDNS/,"Cadence Design Systems, Inc.",https://finance.yahoo.com/chart/CDNS,298.90,-1.82,-0.61%,1.43M,1.801M,81.977B,+80.67
